14866	236	354	258	381	50
14877	147	354	169	381	50

#FLY RIGHT
14920	291	514	314	541	50
14921	371	514	394	540	50
14922	331	514	354	540	50

#FLY LEFT
14910	91	514	114	541	50
14911	51	514	74	540	50
14912	11	514	34	540	50

#####  TAIL ###############
#IDLE
15121	211	372	219	380	50
15111	185	372	193	380	50

#WALKING RIGHT
15222	262	370	270	378	50
15223	291	370	299	378	50

#WALKING LEFT
15212	137	372	145	378	50
15213	107	372	115	377	50

#RUNNING RIGHT
15321	211	450	219	458	50
15322	251	450	259	458	50
15323	291	450	299	458	50

#RUNNING LEFT
15311	186	450	194	458	50
15312	146	450	154	458	50
15313	106	450	114	458	50

#JUMP WALK RIGHT
15417	331	372	339	377	50
15413	66	372	74	377	50

#JUMP RUN RIGHT & LEFT
15427	371	532	376	537	50
15423	29	532	34	537	50

#SIT RIGHT & LEFT 
15511	26	371	33	376	50	
15521	372	371	380	376	50

#BRACE RIGHT & LEFT 
15621	200	200	202	202	50
15611	198	419	206	426	50
############ SMALL ################
 #IDLE
12121	215	0	228	15	50
12111	175	0	188	15	50

#WALK RIGHT
12222	255	80	270	95	50
12223	255	0	270	15	50

#WALK LEFT
12212	135	80	150	95	50
12213	135	0	150	15	50

#RUN RIGHT
12321	255	80	270	95	50
12322	255	0	270	15	50
12323	215	80	230	95	50

#RUN LEFT
12311	135	80	150	95	50
12312	135	0	150	15	50
12313	175	80	190	95	50

#BRACE RIGHT & LEFT
12511	216	40	229	55	50
12521	176	40	189	55	50

#JUMP WALK RIGHT & LEFT 
12413	55	0	70	15	50
12417	335	0	350	15	50

#JUMP RUN RIGHT & LEFT 
12423	175	120	190	135	50
12427	215	120	230	135	50

#HOLD WALK RIGHT	
12727	331	79	355	95	50
12728	370	79	395	382	50

#HOLD WALK LEFT	
12721	50	79	74	95	50
12722	10	79	35	95	50

#HOLD IDLE RIGHT & LEFT
12711	331	79	355	95	50
12712	50	79	74	95	50

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#HOLD IDLE RIGHT & LEFT 
1002	11711	100
1003	11711	100

#HOLD WALKING RIGHT & LEFT
1004	11711	100	11721	100	11722	100
1005	11711	100	11727	100	117228	100

#DIE
999	13001	100
################### RACCOON #################

1700	14121	100
1701	14111	100

#WALKING RIGHT & LEFT 
1800	14121	100	14222	100	14223	100
1801	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
1900	14321	50	14322	50	14323	50
1901	14311	50	14312	50	14313	50

#JUMP WALK
2000	14417	100
2001	14413	100

#JUMP RUN
2100	14427	100
2101	14423	100

#SIT RIGHT & LEFT 
2200	14521	100
2201	14511	100

#BRACE RIGHT & LEFT 
2300	14621	100
2301	14611	100

#FALL RIGHT & LEFT
3100	14810	100
3101	14820	100

#HOLD IDLE RIGHT & LEFT 
3200	14721	100
3201	14722	100

#HOLD WALKING RIGHT & LEFT
3300	14721	100	14717	100	14718	100
3301	14722	100	14711	100	14712	100

#FLY UP RIGHT & LEFT
3400	14920	100	14921	100	14922	100
3401	14910	70	14911	70	14912	70

#FLY DOWN RIGHT & LEFT
3402	14921	100
3403	14911	100

#HIT RIGHT & LEFT
3500	14870	40	14877	80	14860	40	14866	40
3501	14870	40	14866	80	14860	40	14877	40

#FLY SLOWDOWN RIGHT & LEFT
3502	14223	100	14810	100	14223	100	14810	400
3503	14213	100	14820	100	14213	100	14820	400
################### TAIL #################

2400	15121	100
2401	15111	100

#WALKING RIGHT & LEFT 
2500	15121	100	15222	100	15223	100
2501	15111	100	15212	100	15213	100

#RUNNING RIGHT & LEFT
2600	15321	50	15322	50	15323	50
2601	15311	50	15312	50	15313	50

#JUMP WALK
2700	15417	100
2701	15413	100

#JUMP RUN
2800	15427	100
2801	15423	100

#SIT RIGHT & LEFT 
2900	15521	100
2901	15511	100

#BRACE RIGHT & LEFT 
3000	15621	100
3001	15611	100
################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#HOLD IDLE RIGHT & LEFT 
1602	12711	100
1603	12712	100

#HOLD WALKING RIGHT & LEFT
1604	12727	100	12728	100
1605	12721	100	12722	100
